276;164.48;543.74;20.52;1;160.69;548.11;161.12;548.54;168.24;541.89;167.76;541.33;165.56;540.37;164.75;540.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10
255;156.2;525.86;38.5;1;152.36;523.74;155.78;531.49;156.48;531.48;160.05;522.61;159.48;522.14;152.9;523.18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11
96;170.42;535.75;77.99;1;165.75;540.07;167.92;541.02;174.05;540.49;174.52;540.08;174.52;536.05;172.5;529.42;168.16;529.77;-1;-1;-1;-1;-1;-1;276;275;273;274;-1;-1;12
274;164.55;535.23;33.95;1;160.77;536.03;160.8;536.83;164.68;539.95;165.43;539.92;167.8;529.8;167.19;529.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13
273;170.22;525.47;33.96;1;167.39;529.16;168.1;529.43;172.54;529.07;173.24;528.76;170.37;518.97;169.72;519;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;14
77;147.51;527.17;147.33;1;139.6;521.1;142.49;529.95;151.06;535.67;155.48;531.68;152;523.78;144.2;519.16;-1;-1;-1;-1;-1;-1;-1;-1;241;242;256;255;240;239;15
40;94.28;466.84;110.96;1;87.7;466.05;89.29;470.97;96.03;472.87;100.51;469.98;98.85;462.32;92.67;460.3;-1;-1;-1;-1;-1;-1;-1;-1;154;174;175;173;172;153;16
41;97.83;481.87;109.86;1;91.31;477.19;93.72;484.21;100.74;489.56;103.93;488.34;102.09;479.74;95.97;474.16;-1;-1;-1;-1;-1;-1;-1;-1;155;176;193;191;175;174;17
173;101.69;466.7;20.52;1;99.21;462.34;100.84;469.85;101.61;470.04;104.41;468.95;104.88;468.35;99.77;462.02;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18
172;96.51;458.49;31.46;1;92.44;459.3;92.79;459.97;98.93;461.98;99.57;461.61;98.37;454.86;96.12;454.86;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19
31;84.05;477.52;81.17;1;77.69;479.45;79.32;482.54;85.37;481.79;90.06;476.82;88.6;472.08;82.2;473.58;-1;-1;-1;-1;-1;-1;-1;-1;140;156;155;174;154;139;20
30;85.61;457.46;87;1;76.69;457.97;82.51;461.52;92.1;459.16;95.75;454.76;78.96;454.76;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;138;153;172;137;-1;-1;21
48;103.46;460.69;75.95;1;98.7;454.76;99.94;461.67;105.21;468.21;107.62;467.38;106.44;458.23;104.21;454.76;-1;-1;-1;-1;-1;-1;-1;-1;172;173;189;187;-1;-1;22
156;81.98;484.25;17.73;1;79.2;483.62;80.58;487.08;81.32;487.25;85.54;482.78;85.28;482.15;79.43;482.88;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23
153;87.45;462.45;28.63;1;82.72;461.83;82.74;462.54;86.69;465.57;87.48;465.77;92.36;460.13;92.05;459.54;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24
155;89.86;481.33;30.58;1;85.69;481.95;85.97;482.65;92.84;484.72;93.36;484.22;90.98;477.32;90.27;477.11;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25
154;85.84;470.15;25.49;1;81.8;472.67;82.21;473.21;88.54;471.74;88.95;471.05;87.38;466.21;86.68;466.03;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26
174;91.92;473.94;21.2;1;88.93;471.96;90.38;476.68;91.12;476.9;95.77;473.88;95.82;473.17;89.3;471.34;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27
175;100.02;474.47;31;1;96.22;473.91;102.24;479.41;102.87;479.15;101.43;470.46;100.69;470.28;96.27;473.13;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28
39;87.97;549.89;29.34;1;85.22;549.23;86.57;553.16;90.87;553.16;89.82;547.78;86.81;545.36;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;171;185;169;170;-1;-1;29
46;93.35;545.33;70.95;1;89.01;540.12;90.95;547.23;94.9;553.16;96.68;553.16;97.4;552.66;95.66;542.38;91.35;537.24;-1;-1;-1;-1;-1;-1;169;185;184;183;167;-1;30
78;144.7;548.31;97.86;1;137.87;542.18;141.63;552.6;142.39;553.16;153.32;553.16;150.46;548.69;141.03;541.27;-1;-1;-1;-1;-1;-1;-1;-1;229;257;243;227;-1;-1;31
266;168.87;496.57;6.89;1;166.01;495.27;166.11;495.83;168.78;497.73;169.66;497.7;171.47;497;171.81;496.51;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;32
254;150.38;510.46;30.71;1;147.43;506.02;149.57;515.23;150.26;515.41;153.86;510.59;153.58;509.83;148.02;505.67;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33
240;148.93;519.26;29.8;1;144.47;518.91;152.06;523.41;152.53;522.91;150.18;515.85;149.41;515.66;144.68;518.21;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;34
237;143.48;491.49;29.73;1;138.84;486.35;143.82;495.58;144.63;495.57;147.54;493.9;147.9;493.23;139.3;485.92;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35
92;172.7;503.22;26.61;1;169.86;498;172.77;507.17;174.52;511.17;174.52;503.3;171.56;497.35;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;268;267;266;-1;-1;-1;36
84;156.59;516.15;111.24;1;150.49;515.69;152.87;522.83;159.46;521.79;162.81;513.35;159.99;509.65;154.18;510.74;-1;-1;-1;-1;-1;-1;-1;-1;240;255;271;269;253;254;37
271;163.24;517.47;24.6;1;159.82;521.83;160.31;522.24;166.73;516.63;166.41;515.91;163.87;513.49;163.11;513.54;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38
264;173.34;490.82;7.45;1;171.6;487.55;174.3;495.03;174.42;495.03;174.42;491.01;172.1;487.24;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39
83;150.73;501.78;92.34;1;144.84;495.85;148.14;505.32;153.74;509.51;156.46;505.64;154.03;499.4;147.69;494.21;-1;-1;-1;-1;-1;-1;-1;-1;238;254;253;252;251;237;40
91;163.07;502.11;69.37;1;157.74;505.69;160.05;508.35;165.73;504.59;168.55;498;165.9;496.11;160.38;499.58;-1;-1;-1;-1;-1;-1;-1;-1;253;269;268;266;265;252;41
82;156.71;494.47;57.93;1;151.39;492.2;154.97;498.56;159.43;498.72;161.86;493.37;159.39;491.42;152.93;490.58;-1;-1;-1;-1;-1;-1;-1;-1;251;252;265;263;250;236;42
236;149.33;488.01;22.76;1;145;483.12;150.38;492.2;151.12;491.98;152.68;490.33;152.92;489.56;145.48;482.75;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;43
272;169.74;517.55;5.2;1;167.01;516.14;167.19;516.55;169.62;518.55;170.51;518.51;172.1;518.18;172.51;517.84;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;44
269;163.34;509.02;24.17;1;160.25;508.64;160.26;509.44;163.06;513.09;163.79;513.04;166.36;505.36;165.82;504.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;45
250;156.18;489.85;8.57;1;153.18;490.26;159.2;491.05;159.16;490.43;156.16;488.43;155.31;488.61;153.37;489.65;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;46
265;162.63;496.14;15.62;1;159.79;498.79;160.3;499.22;165.65;495.85;165.52;495.12;162.95;493.56;162.16;493.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;47
94;173.03;523.82;18.45;1;170.7;518.83;173.63;528.84;174.52;530.95;174.52;524.43;172.13;518.53;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;273;272;-1;-1;-1;-1;48
90;168.72;491.79;65.83;1;163.18;493.28;165.77;494.86;172.16;496.23;173.99;495.2;171.23;487.57;166.17;487.03;-1;-1;-1;-1;-1;-1;-1;-1;265;266;267;264;262;263;49
268;169.28;503.28;28.86;1;166.1;504.6;166.74;505.09;171.74;507.38;172.37;507.09;169.55;498.15;168.86;498.17;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50
238;143.46;500.11;38.95;1;138.38;498.69;147.19;505.64;147.76;505.3;144.53;496.02;143.73;496.03;138.59;497.99;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;51
263;162.68;490.09;18.06;1;159.61;490.42;159.66;491.19;162.09;493.11;162.87;493.11;165.81;486.96;165.3;486.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;52
251;151.3;495.28;15.61;1;147.99;494;154.13;499.03;154.61;498.63;151.13;492.45;150.35;492.68;148.34;493.37;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;53
93;169.2;512;76.2;1;164.09;513.22;166.66;515.67;172.98;517.61;174.54;517.47;171.63;507.71;166.69;505.45;-1;-1;-1;-1;-1;-1;-1;-1;271;272;270;268;269;-1;54
253;156.96;508.38;14.61;1;154.02;509.72;154.26;510.37;159.81;509.33;159.8;508.6;157.49;505.93;156.71;505.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;55
267;173.54;498.21;9.27;1;171.88;497.21;174.42;502.31;174.42;495.48;174.21;495.48;172.34;496.53;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;56
252;157.17;501.41;21.28;1;154.4;499.39;156.76;505.44;157.45;505.48;160;499.56;159.42;499.07;154.98;498.91;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;57
137;75.08;455.98;13;1;70.79;454.86;75.57;457.99;76.37;457.81;78.46;454.86;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;58
139;76.96;475.48;33.05;1;71.97;474.64;76.66;479.06;77.45;479.19;81.84;473.47;81.41;472.91;72.21;473.97;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;59
21;76.4;468.18;145.86;1;65.69;468.77;72.09;473.63;81.45;472.55;86.41;465.8;82.48;462.79;70.58;464.64;-1;-1;-1;-1;-1;-1;-1;-1;126;139;154;153;138;125;60
140;76.12;481.88;15.32;1;72.63;482.48;72.71;483.16;78.79;483.4;79.01;482.7;77.39;479.64;76.61;479.51;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;61
138;76.32;461.57;35.68;1;70.52;463.63;70.69;464.27;82.29;462.47;82.27;461.79;76.47;458.25;75.64;458.43;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;62
141;67.53;481.99;31.77;1;62.11;477.97;68.16;485.84;68.97;485.78;72.28;483.27;72.18;482.53;62.54;477.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;63
246;161.08;471.45;34.78;1;156.66;472.52;156.73;473.28;161.33;475.6;162.1;475.47;164.86;466.46;164.27;466.14;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;64
72;145.94;462.2;67.77;1;142.02;454.76;143.02;462.95;148.49;471.11;150.25;469.49;147.35;458.84;145.62;454.76;-1;-1;-1;-1;-1;-1;-1;-1;231;232;247;245;-1;-1;65
232;145.12;469.05;22.43;1;142.23;463.46;144.94;473.19;145.7;473.08;147.87;472.04;148.21;471.32;142.81;463.26;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;66
75;142.02;484.21;83.3;1;134.43;476.96;139.39;485.54;148.21;493.04;150.09;492.4;144.6;483.14;136.88;475.61;-1;-1;-1;-1;-1;-1;-1;-1;222;237;251;236;235;221;67
248;161.92;478.68;18.52;1;158.66;481.9;159.1;482.38;165.5;477.75;165.16;477.1;162.25;475.9;161.45;476.03;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;68
262;168.78;484.15;27.61;1;165.58;486.2;166.18;486.68;171.27;487.23;171.9;486.84;169.18;479.35;168.49;479.36;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;69
88;172.5;483.38;29.35;1;169.48;479.17;172.29;486.88;174.52;490.51;174.52;483.16;171.38;477.78;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;262;264;261;260;-1;-1;70
87;168.17;471.9;90.68;1;162.43;475.6;165.35;476.8;171.82;476.59;173.88;474.86;170.81;465.86;165.22;466.46;-1;-1;-1;-1;-1;-1;-1;-1;248;260;261;259;258;246;71
80;159.34;463.37;148.44;1;151.52;469.28;156.41;472.28;164.14;465.8;167.09;455.57;162.44;454.73;153.99;461.74;-1;-1;-1;-1;-1;-1;-1;-1;247;246;258;244;245;-1;72
234;146.41;476.46;15.81;1;142.44;473.82;150.09;481.15;150.5;480.72;145.66;473.54;144.81;473.66;144.79;473.67;144.78;473.67;144.76;473.67;144.74;473.66;142.9;473.35;-1;-1;-1;-1;-1;-1;73
244;156.74;457.2;22.86;1;153.38;460.95;153.88;461.37;161.73;454.86;155.31;454.86;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;74
245;150.7;463.35;30.58;1;147.75;458.95;150.55;469.27;151.2;469.14;153.62;461.74;152.99;461.21;148.4;458.74;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;75
259;173.16;470.01;9.11;1;171.17;465.83;174.18;474.67;174.42;474.68;174.42;470.79;171.68;465.54;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;76
258;167.91;462.11;39.82;1;164.51;465.76;165.17;466.12;170.83;465.5;171.49;465.13;168.09;455.63;167.42;455.69;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;77
249;154.89;483.93;30.88;1;150.39;481.48;155.33;488.15;156.06;487.99;158.8;482.72;158.28;482.15;150.87;480.98;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;78
74;147.98;481.98;52.99;1;140.56;473.55;145.6;482.38;153.2;489.34;155.05;488.36;150;481.55;142.06;473.94;-1;-1;-1;-1;-1;-1;-1;-1;235;236;250;234;233;-1;79
202;112.19;540.65;42.32;1;108.82;536.33;110.22;545.59;110.94;545.7;117.08;540.38;116.85;539.66;109.49;536.08;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;80
217;122.79;538.39;41.08;1;117.3;539.56;117.51;540.25;127.59;541.26;127.96;540.65;123.57;534.17;122.78;534.17;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;81
203;103.47;545.25;27.11;1;101.3;538.78;102.67;550.17;103.39;550.15;105.93;548.19;106.33;547.46;101.92;538.67;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;82
204;111.4;549.01;24.87;1;106.42;548.23;116.52;552.73;116.74;552.16;110.9;546.15;110.06;546.01;106.75;547.64;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;83
54;105.42;537.45;95.25;1;101.44;527.37;102.16;538.39;106.64;547.3;109.89;545.71;108.45;536.22;103.66;527.18;-1;-1;-1;-1;-1;-1;-1;-1;182;203;204;202;201;180;84
63;114.76;532.27;123.31;1;108.44;526.71;109.62;535.76;117.02;539.35;122.52;533.93;118.94;528.79;111.74;525.33;-1;-1;-1;-1;-1;-1;-1;-1;201;202;217;216;215;200;85
64;122.08;546.97;183.16;1;111.19;545.95;117.07;551.99;124.74;553.16;128.48;553.16;132.05;548.67;127.63;541.61;117.38;540.58;-1;-1;-1;-1;-1;-1;204;230;228;217;202;-1;86
201;107.09;530.13;22.51;1;104.02;527.11;108.67;535.9;109.26;535.69;108.1;526.81;107.31;526.61;104.59;526.65;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;87
55;108.61;551.47;31.89;1;103.63;550.41;105.06;553.16;116.6;553.16;116.57;553.14;106.12;548.48;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;204;203;-1;-1;-1;-1;88
216;123.16;530.19;25.9;1;119.28;528.66;122.8;533.72;123.57;533.72;127.02;529;126.8;528.31;119.54;527.99;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;89
215;115.6;525.45;15.74;1;112.06;525.09;118.9;528.38;119.14;527.8;115.51;522.99;114.69;523.02;112.42;524.48;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;90
86;172.3;460.38;51.63;1;168.39;455.43;171.88;465.18;174.52;470.22;174.52;457.1;173.15;454.76;169.31;454.76;-1;-1;-1;-1;-1;-1;-1;-1;258;259;-1;-1;-1;-1;91
89;162.35;484.17;68.87;1;156.37;488.15;159.38;490.16;165.21;486.19;168.18;479.19;165.8;477.96;159.17;482.77;-1;-1;-1;-1;-1;-1;-1;-1;250;263;262;260;248;249;92
79;151.49;457.12;28.39;1;148.21;454.76;148.55;458.42;153.04;460.84;154.97;454.76;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;245;244;-1;-1;-1;-1;93
81;153.83;476.83;90.15;1;145.95;473.35;150.86;480.63;158.32;481.8;161.13;475.89;156.49;473.54;148.06;472.34;-1;-1;-1;-1;-1;-1;-1;-1;234;249;248;246;247;232;94
261;173.47;478.17;10.69;1;171.67;477.59;174.42;482.29;174.42;475.13;174.1;475.12;172.05;476.85;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;95
65;126.8;458.39;81.86;1;119.91;458.63;122.87;462.45;129.96;462.18;133.68;457.79;132.08;454.76;122.92;454.76;-1;-1;-1;-1;-1;-1;-1;-1;206;220;219;218;205;-1;96
221;133.38;474.51;14.94;1;129.75;472.58;133.36;476.68;134.21;476.69;136.73;475.29;137.02;474.68;129.93;471.98;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;97
220;126.32;464.38;20.92;1;122.77;463.49;125.59;467.26;126.37;467.37;130.11;463.19;129.87;462.53;122.98;462.79;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;98
218;134.83;455.93;8.31;1;132.53;454.86;133.97;457.6;134.74;457.68;137.02;455.63;137.26;454.92;137.14;454.86;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;99
66;132.98;469.02;75.28;1;126.62;467.61;129.86;471.58;137.32;474.42;139.16;473.48;136.04;466.18;130.4;463.39;-1;-1;-1;-1;-1;-1;-1;-1;207;221;235;233;219;220;100
207;125.34;471.26;28.15;1;120.7;473.44;121.06;474.02;129.32;472.44;129.54;471.73;126.34;467.82;125.56;467.71;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;101
210;123.02;485.08;25.75;1;118.52;484.52;118.54;485.24;121.66;487.97;122.48;488.12;128.14;482.97;127.9;482.36;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;102
219;133.77;462.14;25.93;1;130.28;462.34;130.55;463.07;136.13;465.83;136.74;465.47;134.65;458.12;133.92;458.05;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;103
73;139.59;464.43;65.1;1;134.96;457.96;137.12;465.52;142.89;472.99;144.61;473.28;141.84;463.37;137.19;455.95;-1;-1;-1;-1;-1;-1;-1;-1;219;233;234;232;231;218;104
231;140.49;457.94;21.62;1;137.46;455.73;142.05;463.05;142.66;462.84;141.68;454.86;137.79;454.86;137.74;454.92;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;105
222;133.71;481.86;45.22;1;128.3;482.16;128.57;482.85;138.51;486.05;139.01;485.58;134.13;477.14;133.35;477.13;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;106
58;124.26;478.45;119.88;1;115.54;480.98;118.34;484.2;127.97;481.99;133.09;476.9;129.45;472.77;121.01;474.38;-1;-1;-1;-1;-1;-1;-1;-1;209;210;222;221;207;208;107
233;139.37;470.44;14.26;1;136.43;466.18;139.46;473.29;140.26;473.13;140.29;473.12;140.31;473.12;140.33;473.12;140.36;473.13;142.05;473.57;142.52;473.09;136.95;465.87;-1;-1;-1;-1;-1;-1;108
260;168.64;477.76;7.01;1;165.69;477.14;165.95;477.65;168.39;478.91;169.26;478.9;171.24;477.45;171.5;476.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;109
247;152.08;471.53;13.83;1;148.37;472.03;156.27;473.16;156.21;472.56;151.33;469.57;150.5;469.74;148.65;471.44;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;110
235;140.97;477.46;21.94;1;137.17;475.41;144.72;482.77;145.2;482.4;140.19;473.6;139.4;473.76;137.5;474.72;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;111
241;138.45;524.75;30.01;1;134.14;522.68;141.59;530.31;142.12;529.94;139.27;521.22;138.48;521.01;134.52;522.05;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;112
71;136.11;550.48;27.4;1;133.33;548.71;134.25;553.16;140.49;553.16;134.79;545.84;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;230;229;228;-1;-1;-1;113
227;137.4;538.18;26.68;1;133.96;532.99;136.87;541.88;137.68;541.87;140.92;540.94;141.33;540.32;134.51;532.68;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;114
69;138.15;531.72;93.47;1;131.31;523.69;134.67;532.32;141.66;540.16;145.04;539.64;141.45;530.67;133.83;522.86;-1;-1;-1;-1;-1;-1;-1;-1;226;227;243;242;241;225;115
229;137.99;547.08;23.02;1;135.03;545.58;140.71;552.89;141.25;552.58;137.55;542.32;136.84;542.33;135.4;544.81;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;116
70;130.5;536.69;102.33;1;123.84;533.94;128.32;540.55;135.16;544.54;136.57;542.09;133.59;532.97;127.3;529.21;-1;-1;-1;-1;-1;-1;-1;-1;217;228;229;227;226;216;117
226;130.75;528.32;28.71;1;127.22;528.13;127.46;528.9;133.7;532.63;134.28;532.29;131;523.85;130.28;523.94;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;118
230;131.9;551.5;11.59;1;129;553.06;133.87;553.06;133.02;548.91;132.31;548.91;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;119
228;131.69;544.77;20.79;1;127.97;541.5;132.33;548.46;133.06;548.46;134.56;545.51;134.91;544.8;128.31;540.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;120
239;139.51;516.63;36.2;1;135.35;511.39;138.65;520.59;139.43;520.8;144.02;518.85;144.23;518.13;135.88;511.01;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;121
224;131.1;505.83;44.91;1;126.07;505.21;126.19;505.96;135.07;511.04;135.62;510.64;132;500.94;131.24;500.82;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;123
76;141.15;508.13;176.84;1;132.32;500.81;136;510.65;144.51;517.91;149.24;515.35;147.06;505.98;138.1;498.92;-1;-1;-1;-1;-1;-1;-1;-1;224;239;240;254;238;223;124
223;132.23;497.55;32.04;1;126.9;494.6;131.3;500.38;132.14;500.5;137.94;498.6;138.13;497.96;127.16;493.99;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;125
67;133.22;490.53;173.45;1;122.72;488.38;127.11;493.6;138.41;497.68;143.51;495.74;138.48;486.41;128.44;483.17;-1;-1;-1;-1;-1;-1;-1;-1;211;223;238;237;222;210;126
68;130.34;514.04;130.2;1;121.87;510.18;126.32;516.51;134.39;521.72;138.32;520.69;134.98;511.39;126;506.26;-1;-1;-1;-1;-1;-1;-1;-1;213;225;241;239;224;212;127
192;108.55;490.56;11.56;1;106.42;488.43;109.69;494.75;110.23;494.47;108.95;487.73;108.18;487.6;107.11;488.09;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;128
198;108.83;509.32;14.66;1;105.73;506.87;111.39;513.98;111.89;513.65;108.55;506.27;107.72;506.36;107.72;506.36;107.71;506.36;107.7;506.36;107.7;506.36;106.22;506.36;-1;-1;-1;-1;-1;-1;129
200;108.4;522.27;28.06;1;105.52;516.71;107.53;526.2;108.29;526.39;111.59;525.01;111.98;524.34;106.1;516.44;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;130
59;114.67;489.62;85.29;1;109.27;487.57;110.58;494.47;116.36;494.66;121.39;488.2;118.27;485.46;111.51;485.01;-1;-1;-1;-1;-1;-1;-1;-1;192;194;211;210;209;190;131
193;103.79;492.26;23.64;1;100.56;490.58;105.57;497.33;106.18;497.12;104.87;488.77;104.1;488.65;100.89;489.88;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;133
